setup_id,symbol,direction,setup_time,entry_time,entry_price,sl,tp,planned_rr,exit_time,exit_price,exit_reason,pnl_r,rectangle_size_points,ai_score
GBPUSD_2026-05-04T10:15:00_LONG,GBPUSD,buy,2026-05-04T10:15:00,2026-05-04T10:31:00,1.35873,1.3582999999999998,1.3600200000000005,3.0,2026-05-04T11:43:00,1.3582999999999998,SL_HIT,-1.0,15.000000000009448,100
GBPUSD_2026-05-04T19:15:00_SHORT,GBPUSD,sell,2026-05-04T19:15:00,2026-05-04T19:34:00,1.35648,1.3569900000000001,1.3549499999999992,3.0,2026-05-04T20:18:00,1.3549499999999992,TP_HIT,3.0,18.0000000000069,100
GBPUSD_2026-05-04T20:00:00_LONG,GBPUSD,buy,2026-05-04T20:00:00,2026-05-04T20:16:00,1.35558,1.3547399999999998,1.3581000000000005,3.0,2026-05-04T20:18:00,1.3547399999999998,SL_HIT,-1.0,26.999999999999243,100
GBPUSD_2026-05-04T20:30:00_LONG,GBPUSD,buy,2026-05-04T20:30:00,2026-05-04T20:46:00,1.35351,1.3527099999999999,1.3559100000000004,3.0,2026-05-04T20:51:00,1.3527099999999999,SL_HIT,-1.0,53.99999999999849,100
GBPUSD_2026-05-05T00:00:00_SHORT,GBPUSD,sell,2026-05-05T00:00:00,2026-05-05T00:17:00,1.35379,1.3544,1.35196,3.0,2026-05-05T06:23:00,1.35196,TP_HIT,3.0,31.000000000003244,100
GBPUSD_2026-05-05T00:30:00_SHORT,GBPUSD,sell,2026-05-05T00:30:00,2026-05-05T00:46:00,1.35382,1.3544,1.35208,3.0,2026-05-05T06:21:00,1.35208,TP_HIT,3.0,28.99999999999014,100
GBPUSD_2026-05-05T02:15:00_LONG,GBPUSD,buy,2026-05-05T02:15:00,2026-05-05T02:32:00,1.35328,1.35218,1.3565800000000003,3.0,2026-05-05T06:01:00,1.35218,SL_HIT,-1.0,59.999999999993385,100
GBPUSD_2026-05-05T03:00:00_LONG,GBPUSD,buy,2026-05-05T03:00:00,2026-05-05T03:23:00,1.35276,1.3522999999999998,1.3541400000000003,3.0,2026-05-05T06:00:00,1.3522999999999998,SL_HIT,-1.0,19.999999999997797,100
GBPUSD_2026-05-05T06:15:00_LONG,GBPUSD,buy,2026-05-05T06:15:00,2026-05-05T06:31:00,1.35212,1.3515499999999998,1.3538300000000005,3.0,2026-05-05T09:57:00,1.3515499999999998,SL_HIT,-1.0,21.00000000000435,100
GBPUSD_2026-05-05T11:00:00_SHORT,GBPUSD,sell,2026-05-05T11:00:00,2026-05-05T11:16:00,1.35239,1.3530900000000001,1.3502899999999995,3.0,2026-05-05T11:32:00,1.3530900000000001,SL_HIT,-1.0,22.999999999995243,100
GBPUSD_2026-05-05T13:15:00_SHORT,GBPUSD,sell,2026-05-05T13:15:00,2026-05-05T13:33:00,1.35469,1.3553000000000002,1.3528599999999993,3.0,,,OPEN_AT_END,0.0,35.00000000000725,100
